canal_preferido,categoria_favorita,regiao,marca_preferida,influenciador,frequencia_compra,pagamento,genero,ticket_medio,qtd_itens,data_nascimento
loja_fisica,bebidas,centro_oeste,marca_28,influencer_114,quinzenal,carteira_digital,outro,119.34932328495081,3,15/05/1971
app,higiene,sul,marca_05,influencer_050,bimestral,carteira_digital,masculino,171.29663903064926,0,25/07/1965
ecommerce,higiene,sudeste,marca_14,influencer_116,quinzenal,carteira_digital,masculino,122.8617898463466,3,05/04/2004
whatsapp,bebidas,norte,marca_17,influencer_001,quinzenal,boleto,masculino,180.38484461691365,9,08/05/1973
loja_fisica,bebidas,sudeste,marca_42,influencer_038,mensal,boleto,feminino,117.27412515871971,3,05/12/1985
loja_fisica,bebidas,centro_oeste,marca_40,influencer_092,trimestral,debito,outro,160.27825925426038,3,17/10/1972
whatsapp,snacks,norte,marca_44,influencer_043,bimestral,debito,masculino,98.10291071651413,3,26/08/1976
ecommerce,mercearia,sudeste,marca_03,influencer_110,semanal,credito,masculino,124.3076260154228,2,09/04/1968
whatsapp,laticinios,sudeste,marca_59,influencer_026,trimestral,carteira_digital,nao_informado,82.68127989518175,7,25/11/2007
loja_fisica,higiene,centro_oeste,marca_03,influencer_095,trimestral,boleto,outro,87.43203570994424,4,15/11/1986
app,higiene,nordeste,marca_49,influencer_024,bimestral,pix,feminino,111.01334281510043,6,08/12/1974
whatsapp,mercearia,centro_oeste,marca_44,influencer_023,mensal,debito,outro,66.85863781745516,5,27/09/1984
app,limpeza,sudeste,marca_35,influencer_053,semanal,pix,masculino,126.37439886955464,1,18/03/2005
loja_fisica,bebidas,centro_oeste,marca_26,influencer_113,bimestral,pix,outro,107.8896007122181,3,16/05/1987
ecommerce,bebidas,nordeste,marca_45,influencer_070,mensal,carteira_digital,nao_informado,129.3831972446779,3,05/12/2004
ecommerce,higiene,norte,marca_44,influencer_076,quinzenal,carteira_digital,outro,67.47236061897956,4,16/02/1990
parceiros,limpeza,sul,marca_08,influencer_000,semanal,pix,nao_informado,148.06929242604366,4,07/10/1991
ecommerce,bebidas,sudeste,marca_47,influencer_006,semanal,boleto,outro,187.9045466188557,2,12/07/1974
loja_fisica,snacks,centro_oeste,marca_04,influencer_007,mensal,credito,feminino,179.4613239702373,5,26/06/1982
ecommerce,snacks,centro_oeste,marca_29,influencer_098,semanal,credito,nao_informado,196.15626118139568,4,28/02/1987
ecommerce,snacks,sul,marca_38,influencer_028,bimestral,boleto,nao_informado,121.69723978332556,3,12/12/1998
ecommerce,higiene,centro_oeste,marca_49,influencer_039,trimestral,boleto,masculino,105.90688586653603,4,09/03/1994
loja_fisica,limpeza,sudeste,marca_27,influencer_073,quinzenal,credito,outro,139.50334159480147,6,06/08/1972
ecommerce,higiene,sudeste,marca_14,influencer_069,semanal,credito,outro,110.47120923349614,5,06/07/1977
whatsapp,snacks,sudeste,marca_29,influencer_049,semanal,pix,outro,50.38251403566768,2,15/05/1974
ecommerce,bebidas,sul,marca_14,influencer_000,quinzenal,credito,feminino,152.7719805489059,0,28/02/2007
ecommerce,mercearia,sudeste,marca_31,influencer_053,trimestral,debito,outro,110.62392481697421,4,24/02/1965
parceiros,higiene,sul,marca_27,influencer_088,bimestral,pix,feminino,61.305888970205984,4,09/08/1985
whatsapp,bebidas,sudeste,marca_46,influencer_028,trimestral,carteira_digital,outro,99.66870938977607,3,24/09/1968
ecommerce,snacks,norte,marca_14,influencer_084,trimestral,debito,masculino,111.53359389998558,4,14/03/1961
parceiros,mercearia,centro_oeste,marca_11,influencer_001,semanal,credito,nao_informado,120.47330072948937,4,19/10/1962
app,mercearia,norte,marca_28,influencer_108,bimestral,credito,masculino,120.953799891101,1,08/09/1956
parceiros,laticinios,sudeste,marca_02,influencer_113,mensal,credito,nao_informado,174.76078980378088,9,23/03/2000
app,limpeza,norte,marca_13,influencer_000,mensal,boleto,feminino,68.45838043470395,6,14/05/1999
whatsapp,higiene,sul,marca_21,influencer_054,quinzenal,pix,outro,113.91423308399564,4,22/05/1955
loja_fisica,higiene,norte,marca_29,influencer_049,quinzenal,credito,outro,84.84144629691724,4,07/07/1969
parceiros,bebidas,nordeste,marca_15,influencer_100,bimestral,carteira_digital,feminino,170.2467300497342,2,27/01/1977
whatsapp,limpeza,sul,marca_33,influencer_064,bimestral,boleto,outro,97.54183574377494,4,12/12/1963
app,limpeza,sudeste,marca_52,influencer_073,quinzenal,credito,nao_informado,106.2468064994242,5,19/07/1974
parceiros,bebidas,centro_oeste,marca_32,influencer_024,semanal,debito,feminino,161.98781461445515,7,15/09/2004
loja_fisica,laticinios,centro_oeste,marca_17,influencer_009,mensal,carteira_digital,feminino,172.99099289775484,6,17/08/1975
parceiros,higiene,norte,marca_03,influencer_083,bimestral,boleto,masculino,178.9049415152179,3,08/05/1981
loja_fisica,bebidas,centro_oeste,marca_07,influencer_074,mensal,carteira_digital,masculino,54.27547617366392,3,26/11/1999
whatsapp,snacks,centro_oeste,marca_33,influencer_099,semanal,credito,feminino,139.31656410752177,5,06/04/1955
parceiros,laticinios,sudeste,marca_40,influencer_101,quinzenal,boleto,nao_informado,130.80467778686779,2,11/01/1998
whatsapp,laticinios,norte,marca_02,influencer_075,bimestral,credito,feminino,117.95095417813143,7,13/07/1979
app,higiene,sul,marca_10,influencer_064,bimestral,debito,outro,122.6627244439609,3,14/02/1990
whatsapp,laticinios,nordeste,marca_18,influencer_109,semanal,boleto,masculino,171.4309575583347,3,07/10/2005
parceiros,laticinios,sudeste,marca_19,influencer_096,mensal,boleto,outro,161.54356908178465,2,25/01/1991
whatsapp,mercearia,centro_oeste,marca_57,influencer_105,mensal,credito,outro,155.8765290662401,3,18/03/1970
app,laticinios,norte,marca_12,influencer_119,bimestral,credito,nao_informado,128.2765679392983,4,28/12/1997
app,higiene,sul,marca_03,influencer_048,semanal,boleto,feminino,210.82363113665568,5,10/04/1967
loja_fisica,mercearia,sul,marca_21,influencer_085,bimestral,credito,masculino,103.97508624048093,3,12/07/1975
parceiros,limpeza,sul,marca_07,influencer_082,trimestral,debito,outro,55.36154332302313,3,16/11/1989
loja_fisica,mercearia,norte,marca_07,influencer_020,quinzenal,credito,nao_informado,109.39023940585608,5,17/03/1978
app,bebidas,centro_oeste,marca_24,influencer_076,quinzenal,credito,outro,122.30950979422673,3,05/04/2000
whatsapp,mercearia,sul,marca_18,influencer_051,semanal,carteira_digital,masculino,172.12736390871424,4,24/01/1967
ecommerce,laticinios,nordeste,marca_05,influencer_053,semanal,credito,nao_informado,99.56087745935456,5,28/10/1988
loja_fisica,snacks,nordeste,marca_36,influencer_021,trimestral,pix,feminino,139.64920296116296,4,15/02/1967
ecommerce,laticinios,sul,marca_29,influencer_089,trimestral,boleto,nao_informado,60.91022902483711,4,11/12/1986
whatsapp,higiene,nordeste,marca_04,influencer_083,semanal,credito,nao_informado,163.25671611722788,4,12/09/2004
loja_fisica,bebidas,sudeste,marca_51,influencer_063,trimestral,boleto,masculino,122.73277657823647,2,02/04/2006
loja_fisica,bebidas,sudeste,marca_16,influencer_018,semanal,debito,masculino,108.77775713969862,1,02/06/1995
app,mercearia,sul,marca_57,influencer_066,mensal,carteira_digital,masculino,205.2660969635984,4,11/07/1988
whatsapp,limpeza,centro_oeste,marca_55,influencer_011,bimestral,boleto,masculino,162.79628318440425,4,06/09/1979
loja_fisica,snacks,sul,marca_25,influencer_040,quinzenal,boleto,masculino,78.40632485828576,6,09/05/1971
ecommerce,limpeza,sul,marca_13,influencer_044,mensal,debito,masculino,115.62432901375901,5,10/04/1957
app,snacks,norte,marca_50,influencer_105,bimestral,carteira_digital,feminino,229.45278160017273,5,06/02/1981
whatsapp,higiene,centro_oeste,marca_21,influencer_049,semanal,boleto,nao_informado,199.1526714616492,2,12/06/1994
parceiros,laticinios,nordeste,marca_09,influencer_071,trimestral,debito,outro,156.91852521136786,8,02/06/1999
ecommerce,limpeza,sudeste,marca_32,influencer_104,semanal,credito,feminino,46.11807452184485,2,22/08/2005
ecommerce,mercearia,norte,marca_29,influencer_050,semanal,credito,masculino,173.28601087920234,1,20/11/1964
loja_fisica,limpeza,sul,marca_50,influencer_106,trimestral,debito,nao_informado,94.59259348926906,4,05/03/2004
whatsapp,laticinios,norte,marca_43,influencer_016,mensal,debito,feminino,172.94071736720062,11,05/03/1969
loja_fisica,snacks,sul,marca_52,influencer_043,quinzenal,carteira_digital,masculino,91.09326057780322,4,03/04/1992
loja_fisica,snacks,sudeste,marca_44,influencer_011,quinzenal,carteira_digital,feminino,139.553181849188,5,06/02/1994
whatsapp,bebidas,sul,marca_38,influencer_067,semanal,credito,outro,94.38869494329373,4,17/02/1989
app,limpeza,norte,marca_29,influencer_114,quinzenal,carteira_digital,feminino,105.46878765802194,3,03/10/1977
whatsapp,limpeza,sul,marca_59,influencer_078,quinzenal,boleto,outro,144.8878654443182,7,01/09/1961
parceiros,mercearia,sudeste,marca_57,influencer_075,mensal,pix,masculino,67.24406306648591,4,16/10/1981
parceiros,snacks,nordeste,marca_50,influencer_033,mensal,carteira_digital,masculino,214.89672136318285,6,27/07/1959
parceiros,bebidas,norte,marca_46,influencer_111,trimestral,boleto,masculino,78.91114131151839,6,14/10/1988
ecommerce,limpeza,sudeste,marca_34,influencer_056,trimestral,pix,outro,76.67399095777117,4,08/06/1969
parceiros,laticinios,norte,marca_15,influencer_031,quinzenal,credito,nao_informado,145.00535071714495,2,24/11/1965
parceiros,snacks,norte,marca_52,influencer_118,trimestral,debito,nao_informado,171.6776454649028,4,24/07/1984
parceiros,bebidas,sul,marca_00,influencer_050,trimestral,carteira_digital,outro,107.05188933671009,8,24/01/1968
app,snacks,centro_oeste,marca_13,influencer_044,trimestral,credito,feminino,77.14123130315589,0,11/03/2003
app,higiene,centro_oeste,marca_24,influencer_003,bimestral,credito,masculino,83.10484365248885,4,02/07/1960
loja_fisica,snacks,sul,marca_35,influencer_021,semanal,debito,nao_informado,78.79921716004048,2,28/10/2001
ecommerce,snacks,sudeste,marca_33,influencer_097,semanal,pix,masculino,132.32718520794714,3,26/02/1995
loja_fisica,limpeza,sul,marca_10,influencer_057,trimestral,debito,nao_informado,117.20055519667275,2,15/10/1971
ecommerce,snacks,sudeste,marca_06,influencer_114,mensal,carteira_digital,outro,137.03330435621265,5,22/11/1985
ecommerce,higiene,nordeste,marca_13,influencer_009,trimestral,debito,feminino,134.59477710429675,4,27/03/1974
loja_fisica,bebidas,centro_oeste,marca_20,influencer_073,bimestral,carteira_digital,feminino,152.97249153308007,5,02/07/1967
whatsapp,laticinios,centro_oeste,marca_00,influencer_086,semanal,pix,nao_informado,103.60223920522337,6,14/11/1971
parceiros,higiene,sul,marca_41,influencer_074,quinzenal,pix,masculino,90.47181044502307,4,25/04/1973
app,snacks,nordeste,marca_14,influencer_063,trimestral,credito,feminino,126.25176273470228,7,20/05/1983
loja_fisica,bebidas,sudeste,marca_20,influencer_069,semanal,debito,feminino,117.80039962400481,7,04/06/1985
loja_fisica,limpeza,nordeste,marca_19,influencer_082,bimestral,carteira_digital,masculino,130.11808057438228,5,02/06/1997
ecommerce,laticinios,sudeste,marca_30,influencer_103,trimestral,boleto,masculino,91.53148235895083,3,10/04/1985
loja_fisica,bebidas,centro_oeste,marca_51,influencer_040,semanal,pix,nao_informado,145.68869157809854,2,13/07/1996
ecommerce,bebidas,centro_oeste,marca_08,influencer_055,quinzenal,carteira_digital,feminino,72.86506884556874,4,04/04/2003
app,bebidas,sudeste,marca_20,influencer_076,mensal,carteira_digital,feminino,102.38461362418934,1,08/10/2001
loja_fisica,limpeza,norte,marca_41,influencer_037,trimestral,credito,outro,165.1616533306539,6,15/09/1976
loja_fisica,laticinios,nordeste,marca_02,influencer_021,mensal,pix,masculino,74.74740163908714,4,23/02/1982
parceiros,higiene,norte,marca_49,influencer_115,semanal,boleto,masculino,162.00972182637238,6,16/11/1997
parceiros,snacks,nordeste,marca_57,influencer_023,semanal,boleto,outro,63.63602507553541,4,15/04/1989
parceiros,mercearia,sudeste,marca_36,influencer_027,quinzenal,credito,masculino,56.59096502803341,5,21/07/1961
ecommerce,mercearia,norte,marca_57,influencer_074,quinzenal,credito,outro,60.24550959895638,2,18/12/2005
app,snacks,sudeste,marca_24,influencer_009,semanal,debito,nao_informado,124.67224668982145,2,07/09/1995
loja_fisica,bebidas,nordeste,marca_24,influencer_003,trimestral,debito,feminino,149.18383001771713,3,08/12/1990
ecommerce,snacks,sudeste,marca_06,influencer_007,semanal,credito,masculino,171.70376415556296,1,04/08/2007
whatsapp,mercearia,norte,marca_01,influencer_014,trimestral,boleto,feminino,168.51483028547142,5,04/10/1963
app,mercearia,centro_oeste,marca_14,influencer_051,trimestral,pix,outro,154.50794339689037,3,24/06/2001
ecommerce,limpeza,sudeste,marca_28,influencer_099,bimestral,credito,masculino,86.72866192568722,4,20/03/1972
parceiros,mercearia,sul,marca_30,influencer_040,bimestral,pix,outro,86.37985864160385,5,18/03/1998
loja_fisica,snacks,norte,marca_12,influencer_051,semanal,credito,outro,151.51169286078144,2,13/08/1959
loja_fisica,snacks,sudeste,marca_36,influencer_071,mensal,debito,nao_informado,176.85233759897608,5,03/02/1984
loja_fisica,bebidas,nordeste,marca_10,influencer_036,quinzenal,boleto,masculino,78.75436480358668,3,12/06/1960
whatsapp,laticinios,norte,marca_19,influencer_051,semanal,carteira_digital,nao_informado,171.75997357556426,10,05/06/2005
ecommerce,limpeza,sul,marca_11,influencer_046,mensal,debito,nao_informado,43.18650126842965,5,27/01/1981
whatsapp,snacks,centro_oeste,marca_41,influencer_040,semanal,carteira_digital,masculino,135.59700375741292,6,12/11/2000
loja_fisica,bebidas,nordeste,marca_30,influencer_046,quinzenal,carteira_digital,outro,115.84770928896467,5,04/01/1994
app,mercearia,norte,marca_44,influencer_001,bimestral,pix,masculino,111.83241020652096,5,08/04/1980
app,mercearia,sudeste,marca_03,influencer_106,mensal,carteira_digital,outro,121.25084522798775,5,19/11/1965
loja_fisica,limpeza,sudeste,marca_25,influencer_117,semanal,debito,masculino,85.85079251034276,4,13/01/1979
loja_fisica,snacks,sudeste,marca_58,influencer_103,semanal,credito,masculino,137.84312406221588,3,02/02/1971
loja_fisica,laticinios,centro_oeste,marca_02,influencer_000,quinzenal,carteira_digital,nao_informado,122.42673923171007,7,11/11/1968
app,mercearia,centro_oeste,marca_24,influencer_090,mensal,pix,masculino,157.4124592934656,4,20/04/1972
loja_fisica,limpeza,norte,marca_02,influencer_068,mensal,debito,masculino,183.61561586648503,4,15/11/1967
parceiros,limpeza,sudeste,marca_08,influencer_011,semanal,credito,masculino,125.07667650832526,7,16/02/1999
ecommerce,laticinios,nordeste,marca_27,influencer_111,mensal,credito,outro,87.25126535846164,1,19/02/2003
whatsapp,laticinios,norte,marca_09,influencer_093,trimestral,credito,masculino,74.48403490717116,5,21/07/1964
parceiros,limpeza,norte,marca_31,influencer_017,mensal,credito,nao_informado,187.9300727263929,4,12/12/1966
parceiros,higiene,sudeste,marca_55,influencer_115,mensal,carteira_digital,nao_informado,182.81491962538087,3,22/10/1956
app,higiene,centro_oeste,marca_11,influencer_014,bimestral,debito,feminino,155.49486441932575,3,26/08/1977
loja_fisica,mercearia,sudeste,marca_06,influencer_054,trimestral,carteira_digital,feminino,122.39415608506307,5,04/04/1988
app,limpeza,sudeste,marca_49,influencer_018,trimestral,credito,feminino,152.60662241193873,0,21/01/1968
loja_fisica,bebidas,centro_oeste,marca_27,influencer_017,semanal,debito,outro,172.17861524238612,3,08/10/1982
parceiros,bebidas,nordeste,marca_52,influencer_116,semanal,carteira_digital,outro,95.281720915221,3,04/02/1972
app,laticinios,sul,marca_18,influencer_068,semanal,credito,outro,121.19181208981188,5,08/03/1955
whatsapp,laticinios,nordeste,marca_37,influencer_030,bimestral,debito,nao_informado,75.75057852303553,5,27/06/1967
whatsapp,laticinios,centro_oeste,marca_55,influencer_093,semanal,carteira_digital,outro,114.837534974905,5,18/05/1995
ecommerce,higiene,sudeste,marca_10,influencer_104,trimestral,credito,outro,181.77094186009805,5,13/11/2001
ecommerce,mercearia,norte,marca_47,influencer_110,semanal,credito,feminino,163.14191153697638,5,08/03/1977
ecommerce,mercearia,sul,marca_37,influencer_111,mensal,carteira_digital,outro,125.40027205639808,3,15/08/1985
parceiros,snacks,sudeste,marca_48,influencer_108,quinzenal,debito,masculino,12.270675333547729,6,15/06/1984
parceiros,bebidas,sul,marca_10,influencer_076,mensal,boleto,masculino,93.76829458250938,4,12/03/1971
ecommerce,laticinios,nordeste,marca_25,influencer_040,mensal,credito,feminino,124.0962385946442,4,13/12/1990
ecommerce,bebidas,sudeste,marca_07,influencer_111,bimestral,credito,feminino,111.36346321272718,5,21/10/1976
ecommerce,limpeza,sul,marca_57,influencer_014,mensal,pix,feminino,121.31090325153241,3,17/09/1957
ecommerce,limpeza,norte,marca_03,influencer_020,quinzenal,boleto,nao_informado,129.70359684972286,5,01/06/1975
loja_fisica,mercearia,nordeste,marca_03,influencer_051,bimestral,debito,nao_informado,98.65276963628011,4,10/03/1964
app,snacks,norte,marca_53,influencer_033,trimestral,carteira_digital,outro,119.69876200755203,3,02/08/1980
parceiros,mercearia,centro_oeste,marca_17,influencer_073,bimestral,boleto,feminino,114.02226451332625,6,26/12/1979
loja_fisica,snacks,sul,marca_35,influencer_108,bimestral,pix,feminino,91.87189329395135,7,10/04/1979
whatsapp,mercearia,sul,marca_17,influencer_058,mensal,pix,nao_informado,193.8535064808003,5,28/09/1964
app,snacks,nordeste,marca_38,influencer_066,trimestral,boleto,nao_informado,100.94165776275617,5,07/11/2005
loja_fisica,mercearia,nordeste,marca_11,influencer_050,mensal,boleto,outro,29.831631491532434,7,10/06/1961
loja_fisica,mercearia,sudeste,marca_27,influencer_084,trimestral,credito,feminino,191.3306344034395,4,12/01/1970
loja_fisica,bebidas,sul,marca_31,influencer_011,bimestral,carteira_digital,masculino,86.14896061970244,3,26/11/1972
loja_fisica,snacks,sudeste,marca_19,influencer_005,semanal,pix,outro,155.9963339657615,5,03/02/1979
whatsapp,mercearia,sul,marca_14,influencer_076,semanal,carteira_digital,masculino,92.76454283971376,1,23/10/1977
app,bebidas,centro_oeste,marca_08,influencer_064,bimestral,carteira_digital,nao_informado,142.7711254237134,2,19/06/2007
loja_fisica,bebidas,nordeste,marca_42,influencer_048,bimestral,credito,feminino,118.07410560019184,8,07/09/2000
whatsapp,higiene,nordeste,marca_09,influencer_039,mensal,debito,feminino,160.01323349254716,4,24/09/1957
loja_fisica,laticinios,nordeste,marca_17,influencer_005,trimestral,pix,outro,111.45183046781425,3,16/03/1986
parceiros,limpeza,norte,marca_20,influencer_081,mensal,pix,feminino,93.7872036971325,4,15/02/1982
whatsapp,higiene,nordeste,marca_27,influencer_050,quinzenal,carteira_digital,masculino,130.28079407584858,3,11/02/2004
ecommerce,laticinios,nordeste,marca_42,influencer_053,mensal,credito,nao_informado,104.70033074131908,8,12/03/1973
loja_fisica,higiene,norte,marca_25,influencer_107,semanal,boleto,masculino,42.833085864046524,1,23/11/1979
parceiros,higiene,sudeste,marca_52,influencer_088,mensal,carteira_digital,masculino,95.93997081425937,0,28/02/2004
app,higiene,nordeste,marca_40,influencer_026,trimestral,carteira_digital,nao_informado,234.75075904101777,1,26/09/1980
ecommerce,snacks,nordeste,marca_50,influencer_078,semanal,credito,feminino,47.145084298381704,3,10/05/1987
loja_fisica,snacks,norte,marca_42,influencer_015,trimestral,carteira_digital,nao_informado,129.64199292083728,2,18/10/1971
loja_fisica,mercearia,centro_oeste,marca_08,influencer_023,bimestral,credito,feminino,110.28415886933702,3,28/08/1996
parceiros,bebidas,norte,marca_58,influencer_085,semanal,pix,feminino,193.4567958072496,4,18/10/1959
parceiros,mercearia,nordeste,marca_47,influencer_014,trimestral,debito,feminino,75.5584674309745,4,01/10/2006
whatsapp,snacks,sudeste,marca_34,influencer_033,bimestral,pix,outro,124.05213745120862,2,21/11/1964
whatsapp,higiene,nordeste,marca_09,influencer_107,mensal,credito,masculino,147.4479073544052,3,16/10/1985
app,bebidas,centro_oeste,marca_10,influencer_088,quinzenal,debito,outro,112.828213214208,4,14/05/1958
whatsapp,limpeza,centro_oeste,marca_36,influencer_111,quinzenal,debito,feminino,89.29787782281443,4,02/12/1960
ecommerce,mercearia,centro_oeste,marca_24,influencer_105,mensal,carteira_digital,feminino,119.11215332345319,8,14/05/1992
parceiros,snacks,sudeste,marca_40,influencer_037,quinzenal,pix,nao_informado,107.62015024550676,6,23/08/1996
ecommerce,bebidas,norte,marca_22,influencer_075,quinzenal,boleto,feminino,107.50789997559096,6,16/03/1973
ecommerce,snacks,centro_oeste,marca_30,influencer_045,trimestral,boleto,nao_informado,157.22849386218013,5,08/10/1957
app,mercearia,norte,marca_11,influencer_083,bimestral,debito,outro,136.1179833309182,2,23/02/1956
whatsapp,snacks,norte,marca_09,influencer_041,bimestral,credito,outro,142.070675092572,2,13/12/2004
app,mercearia,nordeste,marca_04,influencer_000,trimestral,credito,feminino,133.2118473133169,7,19/06/1994
ecommerce,snacks,norte,marca_49,influencer_011,semanal,pix,nao_informado,158.39521598328244,5,01/11/1975
parceiros,bebidas,sul,marca_33,influencer_092,quinzenal,carteira_digital,feminino,172.17038802295886,5,05/06/1968
parceiros,mercearia,sudeste,marca_56,influencer_009,bimestral,debito,outro,108.53147059214521,6,06/02/1992
loja_fisica,higiene,centro_oeste,marca_44,influencer_071,mensal,boleto,masculino,152.77875623496527,8,04/02/2002
loja_fisica,bebidas,centro_oeste,marca_46,influencer_102,semanal,carteira_digital,masculino,68.15246817706242,3,12/11/1989
parceiros,laticinios,centro_oeste,marca_30,influencer_088,bimestral,carteira_digital,nao_informado,29.877761294611616,3,12/08/1998
loja_fisica,bebidas,sul,marca_48,influencer_049,semanal,debito,masculino,193.05620135781558,6,03/02/2000
app,snacks,sudeste,marca_56,influencer_024,mensal,carteira_digital,nao_informado,106.66566239066053,4,19/05/1971
loja_fisica,higiene,sul,marca_43,influencer_110,mensal,pix,masculino,130.09891359852077,5,14/07/1993
loja_fisica,higiene,centro_oeste,marca_06,influencer_067,bimestral,pix,masculino,70.9913681641464,5,11/06/1967
whatsapp,mercearia,norte,marca_38,influencer_048,quinzenal,boleto,nao_informado,69.14625145607658,3,07/01/1966
loja_fisica,bebidas,centro_oeste,marca_07,influencer_113,semanal,debito,feminino,91.4822443373836,4,11/07/2007
app,laticinios,sul,marca_04,influencer_025,trimestral,carteira_digital,outro,145.71590919287019,8,05/03/1972
whatsapp,limpeza,nordeste,marca_41,influencer_052,trimestral,boleto,masculino,99.33828797550106,5,26/04/1998
loja_fisica,laticinios,norte,marca_50,influencer_012,mensal,boleto,masculino,106.5683820039449,6,15/09/1973
whatsapp,mercearia,sudeste,marca_09,influencer_014,semanal,carteira_digital,masculino,90.2195568506593,2,25/09/2004
whatsapp,laticinios,centro_oeste,marca_04,influencer_047,mensal,pix,feminino,166.63152357241333,0,24/01/1969
whatsapp,limpeza,nordeste,marca_53,influencer_083,quinzenal,credito,masculino,154.74120036336254,5,14/07/1955
app,snacks,sudeste,marca_07,influencer_040,semanal,debito,outro,100.63407008952217,4,12/04/1979
whatsapp,higiene,sudeste,marca_01,influencer_082,semanal,carteira_digital,masculino,147.3646506156147,7,21/06/1986
parceiros,limpeza,centro_oeste,marca_43,influencer_096,semanal,boleto,outro,110.19051991683932,6,11/10/1975
ecommerce,higiene,norte,marca_50,influencer_105,quinzenal,carteira_digital,nao_informado,106.49803018495761,7,13/05/1969
whatsapp,mercearia,norte,marca_30,influencer_005,quinzenal,debito,nao_informado,118.0115690120541,2,12/08/1998
app,bebidas,norte,marca_32,influencer_092,trimestral,pix,masculino,145.72935859501533,3,17/01/1974
parceiros,mercearia,sul,marca_20,influencer_017,mensal,carteira_digital,masculino,84.31201940424017,2,02/06/1992
whatsapp,snacks,norte,marca_14,influencer_083,quinzenal,boleto,feminino,140.09578470202632,2,08/10/1959
parceiros,laticinios,centro_oeste,marca_45,influencer_044,semanal,debito,feminino,219.91283892534227,4,20/08/2001
whatsapp,bebidas,sudeste,marca_50,influencer_084,trimestral,credito,nao_informado,127.32484721420826,5,14/12/1994
app,bebidas,norte,marca_19,influencer_025,semanal,carteira_digital,feminino,121.42872367772611,9,20/10/1963
loja_fisica,mercearia,sul,marca_16,influencer_077,quinzenal,boleto,masculino,116.63329317624608,2,18/02/1982
loja_fisica,mercearia,sul,marca_15,influencer_014,bimestral,pix,outro,139.12846646675698,2,10/01/1994
parceiros,mercearia,sul,marca_02,influencer_020,bimestral,pix,masculino,55.58384540375346,3,13/04/1996
parceiros,laticinios,centro_oeste,marca_16,influencer_073,bimestral,credito,masculino,188.04337224872742,5,02/10/1977
parceiros,snacks,sudeste,marca_01,influencer_040,quinzenal,debito,feminino,159.24747817216073,2,22/11/1961
loja_fisica,mercearia,nordeste,marca_47,influencer_084,quinzenal,credito,feminino,94.21936514011946,7,13/09/1958
ecommerce,snacks,norte,marca_15,influencer_082,quinzenal,credito,feminino,121.26188920482794,4,08/09/2007
parceiros,limpeza,sudeste,marca_41,influencer_074,mensal,carteira_digital,nao_informado,97.70607200672919,5,15/09/1960
parceiros,higiene,norte,marca_32,influencer_087,quinzenal,debito,nao_informado,131.9694009556805,3,01/04/1973
whatsapp,bebidas,centro_oeste,marca_50,influencer_095,quinzenal,carteira_digital,nao_informado,122.45403453953446,5,12/09/2000
whatsapp,limpeza,sudeste,marca_57,influencer_109,semanal,pix,masculino,129.14534223939683,4,26/08/2005
whatsapp,mercearia,sudeste,marca_21,influencer_009,trimestral,credito,masculino,78.86713797913175,4,11/01/1980
whatsapp,bebidas,centro_oeste,marca_05,influencer_068,semanal,debito,outro,100.73825975977627,5,11/12/1990
whatsapp,laticinios,sudeste,marca_44,influencer_089,quinzenal,credito,masculino,165.8423165160071,4,13/10/1982
parceiros,limpeza,sudeste,marca_01,influencer_025,trimestral,boleto,feminino,98.64834564009728,1,08/03/1960
parceiros,bebidas,centro_oeste,marca_13,influencer_031,bimestral,carteira_digital,feminino,14.260218606034243,1,07/04/1981
loja_fisica,limpeza,centro_oeste,marca_02,influencer_031,mensal,boleto,nao_informado,113.97478459272014,5,14/09/1996
ecommerce,bebidas,norte,marca_53,influencer_068,bimestral,boleto,masculino,216.45964441847593,3,19/03/1988
parceiros,bebidas,nordeste,marca_00,influencer_043,semanal,carteira_digital,outro,153.95510651126457,4,07/10/1984
app,mercearia,centro_oeste,marca_29,influencer_079,bimestral,boleto,feminino,96.63416776224842,2,06/06/1999
whatsapp,bebidas,norte,marca_25,influencer_073,quinzenal,pix,outro,117.97592891581658,4,21/02/1965
loja_fisica,bebidas,norte,marca_39,influencer_078,trimestral,boleto,masculino,147.1943747997186,5,15/09/1985
parceiros,mercearia,centro_oeste,marca_17,influencer_030,semanal,debito,nao_informado,49.749928883594436,2,09/12/1964
loja_fisica,bebidas,norte,marca_52,influencer_092,bimestral,credito,feminino,85.75764020277398,1,24/04/1958
whatsapp,mercearia,nordeste,marca_43,influencer_079,mensal,boleto,outro,135.93387501318983,1,28/12/2005
app,mercearia,sul,marca_25,influencer_015,semanal,boleto,feminino,183.77946295243584,4,24/09/1996
parceiros,bebidas,nordeste,marca_21,influencer_023,quinzenal,credito,outro,102.42707273303651,6,08/09/2007
parceiros,higiene,nordeste,marca_48,influencer_035,bimestral,carteira_digital,nao_informado,182.6806949039027,4,28/05/1979
ecommerce,bebidas,sul,marca_45,influencer_112,semanal,credito,nao_informado,89.82705618665591,2,11/07/1985
parceiros,limpeza,nordeste,marca_23,influencer_038,trimestral,boleto,masculino,10.0,3,03/03/1958
app,bebidas,norte,marca_20,influencer_002,quinzenal,carteira_digital,masculino,149.75243360999687,2,16/08/1964
